chaplin,1374.602
gold,674.121
tramp,465.081
rush,440.437
georgia,414.294
cabin,385.968
charli,374.207
prospector,311.420
silent,276.844
comedi,193.021
danc,180.598
jim,171.058
1925,166.180
swain,162.319
hale,142.710
hi,136.330
larsen,130.182
he,126.898
shoe,125.721
mack,123.675
eat,114.878
lone,112.136
cliff,104.253
scene,103.462
mckay,100.930
alaska,99.591
chicken,98.280
slapstick,95.915
version,94.577
film,93.683
big,92.992
klondik,91.635
roll,91.356
funni,90.596
fellow,88.109
mountain,83.159
dinner,76.835
as,76.782
s,72.108
1942,70.950
littl,70.065
storm,69.835
him,68.969
wa,68.187
narrat,67.950
with,64.511
find,62.320
classic,61.532
teeter,60.848
boot,60.565
gag,59.920
fork,58.841
laugh,58.139
food,57.660
also,57.394
love,55.144
larson,54.179
which,53.903
where,53.110
girl,51.995
black,50.657
comed,50.380
when,50.260
most,49.999
on,49.767
snow,49.396
mani,48.989
one,48.616
at,48.421
humor,48.214
modern,47.602
himself,47.370
for,47.313
hilari,46.848
time,46.766
year,46.542
famou,46.267
fall,46.138
from,46.120
while,45.995
by,45.915
out,45.760
there,45.607
i,45.562
sound,45.506
edg,45.427
great,45.382
work,44.939
dure,44.849
use,44.290
blizzard,43.834
still,43.444
in,43.374
other,41.559
geniu,41.196
over,41.130
starv,40.847
she,40.668
her,40.541
were,40.471
later,40.440
be,40.234
charact,40.198
an,40.165
charl,40.132
who,40.044
so,40.041
make,39.986
murray,39.934
some,39.841
veri,39.682
well,39.641
more,39.550
get,39.511
but,39.470
best,39.396
town,39.046
ha,38.967
bear,38.772
that,38.751
see,38.669
they,38.430
anoth,38.379
origin,38.368
effect,38.326
come,38.298
both,37.924
or,37.669
today,37.641
watch,37.573
into,37.492
two,37.286
are,37.013
enjoy,36.953
movi,36.918
bread,36.837
hungri,36.781
end,36.751
just,36.742
memor,36.316
light,36.114
look,36.113
made,36.046
onli,35.971
rich,35.905
hall,35.901
have,35.751
keaton,35.361
even,35.247
set,35.047
era,34.960
citi,34.960
not,34.857
up,34.855
yukon,34.817
show,34.641
would,34.589
part,34.547
after,34.458
rememb,34.411
first,34.366
how,34.194
joke,33.980
becaus,33.807
take,33.699
you,33.677
physic,33.623
reissu,33.438
